"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0V440","2020-03-03 14:00:00","27.000","294.000","1.800","28.200","0.460","1012.100","","0.000","-99.000","-99.000","-99.000","28.800","","18.700",""
"C0SA40","2020-03-03 14:00:00","200.000","84.000","2.200","22.100","0.720","995.500","","0.000","-99.000","-99.000","-99.000","24.400","","15.200",""
"C0Z280","2020-03-03 14:00:00","224.000","68.000","2.500","22.900","0.680","993.400","","0.000","-99.000","-99.000","-99.000","23.500","","16.000",""
"C0Z070","2020-03-03 14:00:00","247.000","24.000","2.900","22.600","0.700","989.300","","0.500","-99.000","-99.000","-99.000","26.200","","15.700",""
"CM0180","2020-03-03 14:00:00","313.000","203.000","0.700","28.900","0.400","980.600","","0.000","-99.000","-99.000","-99.000","29.600","","17.300",""
"C0T9N0","2020-03-03 14:00:00","261.000","51.000","0.900","22.700","0.680","988.300","","0.000","-99.000","-99.000","-99.000","24.700","","15.500",""
"C0K470","2020-03-03 14:00:00","97.000","304.000","2.400","26.400","0.480","1004.800","","0.000","-99.000","-99.000","-99.000","26.400","","14.500",""
"C0R720","2020-03-03 14:00:00","214.000","39.000","3.900","21.700","0.810","993.400","","0.000","-99.000","-99.000","-99.000","22.900","","18.700",""
"C0V650","2020-03-03 14:00:00","28.000","321.000","6.000","25.900","0.610","1014.400","","0.000","-99.000","-99.000","-99.000","26.200","","17.900",""
"C0H9C0","2020-03-03 14:00:00","3402.000","198.000","0.800","5.900","0.740","677.300","","0.000","-99.000","-99.000","-99.000","9.100","","2.500",""
"C0U780","2020-03-03 14:00:00","15.000","110.000","1.100","21.000","0.770","1017.600","","0.000","-99.000","-99.000","-99.000","21.800","","15.200",""
"C0U760","2020-03-03 14:00:00","22.000","0.000","0.100","21.500","0.760","1017.900","","0.000","-99.000","-99.000","-99.000","22.200","","15.800",""
"C0X290","2020-03-03 14:00:00","10.000","356.000","5.200","23.500","0.750","1015.000","","0.000","-99.000","-99.000","-99.000","23.900","","17.600",""
"C0E830","2020-03-03 14:00:00","37.000","355.000","2.600","22.100","0.710","1012.700","","0.000","8.300","8.000","","22.500","","15.500",""
"C0K330","2020-03-03 14:00:00","38.000","3.000","2.100","26.200","0.500","1011.500","","0.000","-99.000","-99.000","-99.000","26.200","","15.700",""
"C0M660","2020-03-03 14:00:00","40.000","12.000","3.600","25.400","0.530","1012.000","","0.000","-99.000","-99.000","-99.000","25.700","","15.800",""
"C0D580","2020-03-03 14:00:00","120.000","0.000","0.000","24.500","0.570","1003.600","","0.000","-99.000","-99.000","-99.000","24.500","","12.000",""
"C0R640","2020-03-03 14:00:00","21.000","268.000","3.000","25.300","0.710","1014.600","","0.000","-99.000","-99.000","-99.000","25.500","","19.600",""
"C0E810","2020-03-03 14:00:00","53.000","343.000","4.600","23.800","0.710","1012.100","","0.000","-99.000","-99.000","-99.000","25.100","","12.900",""
"C0G830","2020-03-03 14:00:00","27.000","359.000","3.600","24.500","0.690","1012.000","","0.000","-99.000","-99.000","-99.000","24.700","","15.700",""
"C0A550","2020-03-03 14:00:00","422.000","0.000","0.000","18.700","0.930","970.800","","1.000","-99.000","-99.000","-99.000","19.700","","13.100",""
"C0G750","2020-03-03 14:00:00","31.000","350.000","2.800","24.400","0.620","1013.800","","0.000","-99.000","-99.000","-99.000","25.000","","15.800",""
"C0Z270","2020-03-03 14:00:00","343.000","0.000","0.000","19.000","0.860","979.900","","0.000","-99.000","-99.000","-99.000","21.000","","15.200",""
"C0UA30","2020-03-03 14:00:00","1397.000","59.000","0.400","13.100","1.000","863.900","","0.000","-99.000","-99.000","-99.000","14.800","","7.300",""
"C0I080","2020-03-03 14:00:00","536.000","323.000","0.400","23.000","0.570","958.400","","0.000","-99.000","-99.000","-99.000","25.400","","15.900",""
"C0UA00","2020-03-03 14:00:00","392.000","353.000","1.100","24.600","0.540","974.500","","0.000","-99.000","-99.000","-99.000","24.800","","12.200",""
"C0AD40","2020-03-03 14:00:00","32.000","166.000","0.300","23.500","0.600","1014.100","","0.000","-99.000","-99.000","-99.000","23.500","","16.500",""
"C0G900","2020-03-03 14:00:00","20.000","18.000","3.900","23.200","0.760","1013.600","","0.000","-99.000","-99.000","-99.000","23.200","","17.400",""
"C0S660","2020-03-03 14:00:00","794.000","64.000","1.900","20.700","0.670","930.000","","0.000","7.700","76.000","","22.000","","11.900",""
"C0M640","2020-03-03 14:00:00","155.000","4.000","3.400","25.800","0.480","997.700","","0.000","-99.000","-99.000","-99.000","26.300","","15.700",""
"C0R660","2020-03-03 14:00:00","20.000","324.000","4.300","24.400","0.740","1014.700","","0.000","-99.000","-99.000","-99.000","24.600","","18.300",""
"C0UA10","2020-03-03 14:00:00","1711.000","185.000","0.300","14.000","1.000","834.400","","0.000","-99.000","-99.000","-99.000","15.400","","5.400",""
"C0V770","2020-03-03 14:00:00","26.000","258.000","1.500","27.700","0.500","1012.400","","0.000","-99.000","-99.000","-99.000","28.500","","18.000",""
"C0E730","2020-03-03 14:00:00","26.000","1.000","1.300","24.400","0.560","1012.900","","0.000","-99.000","-99.000","-99.000","24.400","","14.200",""
"C0V810","2020-03-03 14:00:00","32.000","302.000","4.400","24.800","-99.000","1011.200","","0.000","-99.000","-99.000","-99.000","25.000","","18.400",""
"C0A9C0","2020-03-03 14:00:00","35.000","91.000","1.400","23.400","0.630","1014.500","","0.000","-99.000","-99.000","-99.000","23.400","","17.000",""
"C0X310","2020-03-03 14:00:00","9.000","349.000","8.000","23.700","0.730","1016.000","","0.000","-99.000","-99.000","-99.000","24.200","","17.500",""
"C0K280","2020-03-03 14:00:00","23.000","5.000","4.000","25.900","0.570","1015.900","","0.000","-99.000","-99.000","-99.000","26.300","","15.900",""
"C0M650","2020-03-03 14:00:00","20.000","357.000","4.000","25.700","0.560","1014.100","","0.000","-99.000","-99.000","-99.000","25.700","","16.300",""
"C0S910","2020-03-03 14:00:00","212.000","118.000","1.600","22.100","0.990","994.500","","0.000","9.100","57.000","","23.100","","20.300",""
"C0D570","2020-03-03 14:00:00","15.000","351.000","2.500","24.300","0.700","1016.000","","0.000","-99.000","-99.000","-99.000","24.800","","13.500",""
"C0M710","2020-03-03 14:00:00","15.000","1.000","4.500","24.800","0.580","1014.600","","0.000","-99.000","-99.000","-99.000","25.000","","17.100",""
"C0V490","2020-03-03 14:00:00","20.000","261.000","2.200","26.100","0.510","1013.900","","0.000","-99.000","-99.000","-99.000","26.400","","19.600",""
"C0E870","2020-03-03 14:00:00","34.000","3.000","3.300","22.600","0.660","1015.200","","0.000","-99.000","-99.000","-99.000","23.100","","13.700",""
"C0M800","2020-03-03 14:00:00","440.000","196.000","0.500","26.800","0.480","965.700","","0.000","-99.000","-99.000","-99.000","26.800","","16.700",""
"C0A570","2020-03-03 14:00:00","360.000","0.000","0.000","20.000","0.740","977.400","","0.000","-99.000","-99.000","-99.000","20.500","","13.300",""
"C0S790","2020-03-03 14:00:00","236.000","20.000","0.500","23.300","0.730","992.800","","0.000","-99.000","-99.000","-99.000","25.800","","15.800",""
"C0D590","2020-03-03 14:00:00","143.000","43.000","3.200","22.000","0.700","1002.400","","0.000","-99.000","-99.000","-99.000","22.600","","14.700",""
"C0U990","2020-03-03 14:00:00","31.000","68.000","1.300","22.300","0.670","1016.200","","0.500","-99.000","-99.000","-99.000","22.300","","15.300",""
"C0M700","2020-03-03 14:00:00","150.000","351.000","1.400","27.100","0.480","999.100","","0.000","-99.000","-99.000","-99.000","27.300","","15.200",""
"C0A970","2020-03-03 14:00:00","96.000","81.000","2.600","23.800","0.960","1008.600","","0.000","-99.000","-99.000","-99.000","24.100","","16.000",""
"CM0110","2020-03-03 14:00:00","7.000","30.000","4.000","23.600","0.610","1016.400","","-99.000","-99.000","-99.000","-99.000","23.900","","16.800",""
"C0S940","2020-03-03 14:00:00","150.000","27.000","0.700","21.400","0.800","1001.200","","0.000","-99.000","-99.000","-99.000","24.200","","16.600",""
"C0X250","2020-03-03 14:00:00","33.000","30.000","3.600","26.600","0.530","1012.100","","0.000","-99.000","-99.000","-99.000","26.600","","16.600",""
"C0K520","2020-03-03 14:00:00","10.000","9.000","2.800","24.500","0.610","1014.400","","0.000","9.500","3.000","","24.600","","16.400",""
"C0Z200","2020-03-03 14:00:00","153.000","76.000","2.100","21.100","0.750","1001.800","","0.000","-99.000","-99.000","-99.000","22.900","","16.400",""
"C0V740","2020-03-03 14:00:00","60.000","287.000","2.500","28.700","0.420","1009.200","","0.000","-99.000","-99.000","-99.000","29.000","","17.400",""
"C0V790","2020-03-03 14:00:00","410.000","242.000","4.900","28.400","0.360","968.300","","0.000","-99.000","-99.000","-99.000","28.600","","17.600",""
"C0G860","2020-03-03 14:00:00","45.000","327.000","1.900","27.200","0.440","1010.300","","0.000","-99.000","-99.000","-99.000","27.200","","16.600",""
"C0F0A0","2020-03-03 14:00:00","3587.000","43.000","2.400","6.200","0.670","664.000","","0.000","-99.000","-99.000","-99.000","7.300","","-1.100",""
"C0Z250","2020-03-03 14:00:00","1124.000","121.000","0.300","15.400","0.990","893.400","","0.000","-99.000","-99.000","-99.000","18.300","","11.600",""
"C0K440","2020-03-03 14:00:00","35.000","345.000","4.100","24.700","0.630","1012.500","","0.000","-99.000","-99.000","-99.000","24.700","","15.700",""
"C0T900","2020-03-03 14:00:00","160.000","108.000","0.800","20.900","0.710","998.700","","0.000","-99.000","-99.000","-99.000","23.400","","15.500",""
"C0F9V0","2020-03-03 14:00:00","525.000","319.000","2.100","24.200","0.550","957.500","","0.000","-99.000","-99.000","-99.000","24.200","","15.000",""
"C0UA20","2020-03-03 14:00:00","2619.000","324.000","0.600","12.800","0.650","-99.000","","0.000","-99.000","-99.000","-99.000","14.600","","3.400",""
"C0M850","2020-03-03 14:00:00","695.000","245.000","0.500","24.700","0.520","936.700","","0.000","-99.000","-99.000","-99.000","26.800","","15.400",""
"C0C620","2020-03-03 14:00:00","19.000","11.000","3.700","22.100","0.740","1014.800","","0.000","-99.000","-99.000","-99.000","23.700","","16.100",""
"C0I360","2020-03-03 14:00:00","300.000","276.000","2.400","24.900","0.470","981.000","","0.000","-99.000","-99.000","-99.000","25.700","","16.000",""
"C0M810","2020-03-03 14:00:00","1354.000","299.000","0.400","19.100","0.720","868.100","","0.000","-99.000","-99.000","-99.000","19.800","","11.400",""
"C0AC80","2020-03-03 14:00:00","40.000","56.000","1.900","22.100","0.670","1013.100","","0.000","-99.000","-99.000","-99.000","22.900","","16.200",""
"CM0140","2020-03-03 14:00:00","26.000","30.000","1.100","22.000","0.730","1016.200","","0.000","-99.000","-99.000","-99.000","23.800","","18.800",""
"C0SA20","2020-03-03 14:00:00","857.000","13.000","1.400","15.700","1.000","922.500","","0.000","-99.000","-99.000","-99.000","17.000","","12.500",""
"C0K490","2020-03-03 14:00:00","91.000","332.000","2.100","26.700","0.470","1005.200","","0.000","-99.000","-99.000","-99.000","26.900","","15.400",""
"C0V820","2020-03-03 14:00:00","441.000","208.000","2.300","27.600","0.430","967.400","","0.000","-99.000","-99.000","-99.000","28.500","","16.000",""
"C0S810","2020-03-03 14:00:00","65.000","64.000","1.500","24.400","0.680","1013.600","","0.000","-99.000","-99.000","-99.000","26.700","","17.300",""
"C0R580","2020-03-03 14:00:00","10.000","278.000","2.400","25.300","0.710","1014.700","","0.000","-99.000","-99.000","-99.000","26.300","","18.900",""
"C0Z330","2020-03-03 14:00:00","488.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0E590","2020-03-03 14:00:00","40.000","347.000","2.400","24.300","0.620","1012.000","","0.000","-99.000","-99.000","-99.000","24.500","","13.600",""
"C0D540","2020-03-03 14:00:00","227.000","55.000","0.500","25.300","0.570","992.300","","0.000","-99.000","-99.000","-99.000","25.300","","12.300",""
"C0K420","2020-03-03 14:00:00","42.000","10.000","2.000","25.800","0.530","1011.400","","0.000","-99.000","-99.000","-99.000","25.800","","15.400",""
"C0Z180","2020-03-03 14:00:00","34.000","47.000","1.300","21.300","0.710","1014.900","","0.000","-99.000","-99.000","-99.000","22.100","","18.200",""
"C0AD10","2020-03-03 14:00:00","27.000","4.000","2.500","22.300","0.690","1015.000","","0.000","-99.000","-99.000","-99.000","22.300","","15.900",""
"C0M720","2020-03-03 14:00:00","225.000","306.000","2.700","25.600","0.490","989.800","","0.000","-99.000","-99.000","-99.000","25.700","","14.800",""
"C0V450","2020-03-03 14:00:00","51.000","257.000","1.500","26.900","0.490","1009.700","","0.000","-99.000","-99.000","-99.000","27.300","","18.800",""
"C0R280","2020-03-03 14:00:00","242.000","60.000","2.700","21.900","0.810","989.900","","0.000","9.800","26.000","","22.700","","18.300",""
"C0E610","2020-03-03 14:00:00","850.000","0.000","0.000","20.200","0.580","922.800","","0.000","-99.000","-99.000","-99.000","21.000","","12.300",""
"C0Z310","2020-03-03 14:00:00","59.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0S700","2020-03-03 14:00:00","507.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0T9G0","2020-03-03 14:00:00","605.000","48.000","1.100","17.100","0.990","951.800","","0.000","-99.000","-99.000","-99.000","20.500","","13.600",""
"C0U520","2020-03-03 14:00:00","517.000","0.000","0.200","19.000","0.990","962.200","","1.000","-99.000","-99.000","-99.000","19.000","","12.600",""
"C0E750","2020-03-03 14:00:00","62.000","16.000","2.000","23.500","0.620","1008.000","","0.000","-99.000","-99.000","-99.000","23.500","","14.900",""
"C0G660","2020-03-03 14:00:00","27.000","352.000","3.300","26.400","0.570","1015.200","","0.000","-99.000","-99.000","-99.000","26.400","","16.500",""
"C0W140","2020-03-03 14:00:00","21.000","113.000","5.600","17.600","0.680","1017.000","","0.000","-99.000","-99.000","-99.000","18.400","","13.900",""
"C0U720","2020-03-03 14:00:00","1260.000","26.000","3.400","17.400","0.990","890.000","","0.000","-99.000","-99.000","-99.000","17.800","","9.000",""
"C0R690","2020-03-03 14:00:00","248.000","52.000","3.100","23.100","0.730","988.200","","0.000","9.500","44.000","","23.200","","18.200",""
"C0X150","2020-03-03 14:00:00","18.000","359.000","3.200","27.100","0.560","1015.200","","0.000","-99.000","-99.000","-99.000","27.100","","17.000",""
"C0Z050","2020-03-03 14:00:00","830.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0I490","2020-03-03 14:00:00","1601.000","264.000","2.400","16.900","0.700","844.200","","0.000","-99.000","-99.000","-99.000","21.400","","9.800",""
"C0I090","2020-03-03 14:00:00","910.000","324.000","1.200","18.900","0.700","916.100","","0.000","-99.000","-99.000","-99.000","19.400","","13.800",""
"C0X240","2020-03-03 14:00:00","394.000","360.000","1.700","25.600","0.500","971.700","","0.000","-99.000","-99.000","-99.000","25.900","","15.100",""
"C0S990","2020-03-03 14:00:00","409.000","23.000","4.800","20.100","0.840","972.100","","0.000","-99.000","-99.000","-99.000","20.700","","16.600",""
"C0E850","2020-03-03 14:00:00","104.000","349.000","1.100","23.800","0.600","1004.800","","0.000","-99.000","-99.000","-99.000","23.800","","12.200",""
"C0T9B0","2020-03-03 14:00:00","558.000","124.000","0.500","16.700","0.930","956.300","","0.000","-99.000","-99.000","-99.000","18.400","","14.100",""
"C0G650","2020-03-03 14:00:00","34.000","320.000","1.100","27.800","0.470","1012.300","","0.000","-99.000","-99.000","-99.000","28.000","","16.400",""
"C0K580","2020-03-03 14:00:00","26.000","2.000","2.800","26.400","0.560","1014.600","","0.000","-99.000","-99.000","-99.000","26.700","","16.100",""
"C0X050","2020-03-03 14:00:00","25.000","351.000","4.700","26.700","0.540","1011.700","","0.000","-99.000","-99.000","-99.000","27.300","","16.300",""
"CM0100","2020-03-03 14:00:00","25.000","79.000","2.100","22.800","0.590","1014.800","","0.000","-99.000","-99.000","-99.000","23.100","","16.200",""
"C0AC70","2020-03-03 14:00:00","71.000","0.000","0.100","22.800","0.650","1009.800","","0.000","-99.000","-99.000","-99.000","23.000","","15.900",""
"CM0130","2020-03-03 14:00:00","11.000","337.000","6.400","23.100","0.720","1015.600","","0.000","-99.000","-99.000","-99.000","23.300","","18.000",""
"C0W110","2020-03-03 14:00:00","16.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R670","2020-03-03 14:00:00","26.000","67.000","3.600","25.600","0.590","1014.600","","0.000","10.900","71.000","","25.600","","21.300",""
"C0X120","2020-03-03 14:00:00","28.000","343.000","3.700","26.900","0.540","1013.800","","0.000","-99.000","-99.000","-99.000","26.900","","17.000",""
"C0R100","2020-03-03 14:00:00","1006.000","288.000","1.400","21.400","0.600","905.700","","0.000","-99.000","-99.000","-99.000","22.800","","12.800",""
"C0C700","2020-03-03 14:00:00","151.000","321.000","1.300","21.400","0.680","1001.000","","0.000","-99.000","-99.000","-99.000","21.400","","15.500",""
"C0W130","2020-03-03 14:00:00","18.000","23.000","4.400","22.600","0.700","1013.700","","0.000","11.900","6.000","","22.600","","18.800",""
"C0F9R0","2020-03-03 14:00:00","20.000","23.000","2.300","23.300","0.770","1015.600","","0.000","7.800","19.000","","23.500","","16.300",""
"C0V660","2020-03-03 14:00:00","25.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0G780","2020-03-03 14:00:00","27.000","352.000","3.000","25.200","0.580","1013.500","","0.000","-99.000","-99.000","-99.000","25.200","","16.600",""
"C0C590","2020-03-03 14:00:00","72.000","21.000","2.300","21.400","0.710","1009.200","","0.000","-99.000","-99.000","-99.000","21.900","","15.300",""
"C0I520","2020-03-03 14:00:00","3860.000","-99.000","-99.000","7.000","0.450","642.200","","-99.000","-99.000","-99.000","-99.000","7.700","","1.700",""
"C0M790","2020-03-03 14:00:00","15.000","25.000","2.300","25.900","0.520","1013.200","","0.000","-99.000","-99.000","-99.000","25.900","","16.300",""
"C0R130","2020-03-03 14:00:00","1040.000","257.000","2.100","20.300","0.690","899.600","","0.000","-99.000","-99.000","-99.000","23.000","","14.700",""
"C0AH30","2020-03-03 14:00:00","755.000","148.000","4.000","17.100","0.990","933.300","","1.000","-99.000","-99.000","-99.000","17.100","","12.500",""
"C0X170","2020-03-03 14:00:00","50.000","24.000","2.000","27.800","0.450","1009.400","","0.000","-99.000","-99.000","-99.000","27.800","","17.100",""
"C0K291","2020-03-03 14:00:00","8.000","360.000","4.900","24.800","0.630","1015.500","","0.000","-99.000","-99.000","-99.000","24.800","","16.900",""
"C0D480","2020-03-03 14:00:00","223.000","19.000","0.300","24.200","0.600","991.200","","0.000","-99.000","-99.000","-99.000","24.200","","13.500",""
"C0F0C0","2020-03-03 14:00:00","983.000","170.000","1.100","21.900","0.630","907.100","","0.000","-99.000","-99.000","-99.000","21.900","","12.700",""
"C0U860","2020-03-03 14:00:00","5.000","72.000","2.200","23.500","0.700","1018.200","","0.000","-99.000","-99.000","-99.000","23.900","","16.500",""
"C0UA50","2020-03-03 14:00:00","808.000","0.000","0.000","14.700","1.000","927.500","","2.500","-99.000","-99.000","-99.000","15.800","","11.500",""
"C0X320","2020-03-03 14:00:00","30.000","344.000","5.200","27.500","0.490","1011.600","","0.000","-99.000","-99.000","-99.000","27.600","","16.300",""
"C0T960","2020-03-03 14:00:00","120.000","133.000","2.000","21.800","0.770","1004.600","","0.000","-99.000","-99.000","-99.000","24.600","","16.500",""
"C0SA80","2020-03-03 14:00:00","136.000","85.000","1.500","22.000","0.760","1002.400","","0.000","-99.000","-99.000","-99.000","23.900","","16.000",""
"C0E780","2020-03-03 14:00:00","160.000","346.000","0.900","25.300","0.580","998.600","","0.000","-99.000","-99.000","-99.000","25.300","","13.800",""
"C0F9Q0","2020-03-03 14:00:00","149.000","335.000","5.100","25.700","0.570","998.900","","0.000","-99.000","-99.000","-99.000","25.700","","14.600",""
"C0F9X0","2020-03-03 14:00:00","166.000","8.000","3.500","23.900","0.610","997.600","","0.000","-99.000","-99.000","-99.000","24.200","","15.100",""
"C0F0D0","2020-03-03 14:00:00","3171.000","221.000","0.600","11.100","0.560","698.400","","0.000","-99.000","-99.000","-99.000","13.100","","2.700",""
"C0S730","2020-03-03 14:00:00","110.000","44.000","4.200","22.800","0.730","1005.900","","0.500","-99.000","-99.000","-99.000","23.700","","18.600",""
"C0T790","2020-03-03 14:00:00","2830.000","117.000","1.300","14.100","0.580","727.900","","0.000","-99.000","-99.000","-99.000","16.200","","3.100",""
"C0M830","2020-03-03 14:00:00","540.000","334.000","2.100","24.900","0.510","955.600","","0.000","-99.000","-99.000","-99.000","25.300","","15.500",""
"C0V750","2020-03-03 14:00:00","50.000","355.000","1.600","28.400","0.440","1010.800","","0.000","-99.000","-99.000","-99.000","28.800","","18.300",""
"C0K530","2020-03-03 14:00:00","12.000","15.000","4.900","23.500","0.670","1015.200","","0.000","-99.000","-99.000","-99.000","23.500","","17.000",""
"C0M780","2020-03-03 14:00:00","30.000","51.000","2.500","26.300","0.520","1012.800","","0.000","-99.000","-99.000","-99.000","26.700","","16.200",""
"C0V360","2020-03-03 14:00:00","94.000","332.000","2.800","31.100","0.360","1004.300","","0.000","-99.000","-99.000","-99.000","31.600","","15.300",""
"C0K510","2020-03-03 14:00:00","10.000","355.000","3.900","25.000","0.600","1014.300","","0.000","-99.000","-99.000","-99.000","25.200","","16.100",""
"C0D650","2020-03-03 14:00:00","97.000","46.000","3.700","21.200","0.690","1006.800","","0.000","-99.000","-99.000","-99.000","21.600","","15.400",""
"C0V630","2020-03-03 14:00:00","19.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0U910","2020-03-03 14:00:00","17.000","87.000","1.600","20.400","0.750","1016.800","","1.500","-99.000","-99.000","-99.000","21.200","","15.700",""
"C0U600","2020-03-03 14:00:00","10.000","117.000","0.800","22.300","0.680","1017.300","","0.000","-99.000","-99.000","-99.000","22.300","","15.800",""
"C0G820","2020-03-03 14:00:00","29.000","3.000","0.600","27.100","0.580","1013.500","","0.000","-99.000","-99.000","-99.000","27.300","","15.500",""
"C0R590","2020-03-03 14:00:00","72.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0A9E0","2020-03-03 14:00:00","26.000","170.000","2.000","23.400","0.590","1015.600","","0.000","-99.000","-99.000","-99.000","23.600","","16.900",""
"C0R480","2020-03-03 14:00:00","57.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0X300","2020-03-03 14:00:00","70.000","352.000","1.000","27.500","0.480","1007.400","","0.000","-99.000","-99.000","-99.000","27.500","","16.100",""
"C0U970","2020-03-03 14:00:00","7.000","64.000","1.200","22.400","0.680","1019.100","","0.000","-99.000","-99.000","-99.000","22.400","","16.000",""
"C0R340","2020-03-03 14:00:00","230.000","30.000","2.900","24.200","0.700","990.700","","0.000","8.600","7.000","","25.900","","17.400",""
"C0M750","2020-03-03 14:00:00","10.000","19.000","4.700","25.500","0.580","1014.800","","0.000","-99.000","-99.000","-99.000","25.500","","17.100",""
"C0I110","2020-03-03 14:00:00","161.000","48.000","1.600","26.300","0.520","998.600","","0.000","-99.000","-99.000","-99.000","26.300","","16.400",""
"C0V370","2020-03-03 14:00:00","74.000","330.000","0.700","29.000","0.430","1007.500","","0.000","-99.000","-99.000","-99.000","29.400","","15.900",""
"C0C690","2020-03-03 14:00:00","242.000","2.000","2.300","19.400","0.670","990.200","","0.000","-99.000","-99.000","-99.000","20.800","","14.500",""
"C0A540","2020-03-03 14:00:00","401.000","139.000","1.600","19.400","0.760","971.900","","0.000","-99.000","-99.000","-99.000","20.000","","13.600",""
"C0SA60","2020-03-03 14:00:00","6.000","47.000","1.200","23.300","0.700","1017.000","","0.000","-99.000","-99.000","-99.000","25.100","","17.300",""
"C0H950","2020-03-03 14:00:00","192.000","318.000","1.100","26.900","0.440","994.400","","0.000","-99.000","-99.000","-99.000","27.000","","15.300",""
"C0O960","2020-03-03 14:00:00","112.000","303.000","1.900","27.900","0.490","1002.800","","0.000","-99.000","-99.000","-99.000","28.000","","15.800",""
"C0E880","2020-03-03 14:00:00","507.000","27.000","2.200","23.700","0.650","959.400","","0.000","-99.000","-99.000","-99.000","23.700","","13.000",""
"C0AH10","2020-03-03 14:00:00","30.000","36.000","1.500","23.300","0.740","1014.000","","0.000","-99.000","-99.000","-99.000","23.400","","17.300",""
"C0R680","2020-03-03 14:00:00","13.000","73.000","10.100","24.300","0.690","1015.700","","0.000","15.300","75.000","","24.400","","20.700",""
"C0X210","2020-03-03 14:00:00","38.000","5.000","3.400","26.500","0.510","1009.600","","0.000","-99.000","-99.000","-99.000","26.900","","16.700",""
"C0D430","2020-03-03 14:00:00","87.000","0.000","0.000","25.300","0.570","1006.200","","0.000","-99.000","-99.000","-99.000","25.300","","11.800",""
"C0AD30","2020-03-03 14:00:00","20.000","0.000","0.100","23.500","0.600","1013.700","","0.000","-99.000","-99.000","-99.000","23.500","","17.000",""
"C0R240","2020-03-03 14:00:00","87.000","240.000","2.700","27.400","0.540","1005.200","","0.000","-99.000","-99.000","-99.000","28.700","","16.800",""
"C0AI30","2020-03-03 14:00:00","26.000","69.000","2.400","22.500","0.720","1015.700","","0.000","-99.000","-99.000","-99.000","22.500","","16.800",""
"C0U960","2020-03-03 14:00:00","1885.000","183.000","2.900","14.600","0.720","816.000","","0.500","-99.000","-99.000","-99.000","16.400","","5.000",""
"C0T9E0","2020-03-03 14:00:00","415.000","0.000","0.000","18.400","0.840","972.400","","1.000","-99.000","-99.000","-99.000","20.100","","14.900",""
"C0D550","2020-03-03 14:00:00","1956.000","130.000","0.300","11.500","0.890","813.000","","0.000","-99.000","-99.000","-99.000","17.800","","8.300",""
"C0C630","2020-03-03 14:00:00","209.000","21.000","0.400","22.500","0.600","993.700","","0.000","-99.000","-99.000","-99.000","22.500","","14.900",""
"C0A560","2020-03-03 15:00:00","405.000","0.000","0.100","20.200","0.770","971.700","","0.000","-99.000","-99.000","-99.000","21.600","","12.300",""
"C0X190","2020-03-03 15:00:00","10.000","338.000","0.300","26.200","0.600","1013.500","","0.000","-99.000","-99.000","-99.000","26.700","","17.700",""
"C0S950","2020-03-03 15:00:00","415.000","101.000","1.200","20.300","0.820","969.800","","0.000","-99.000","-99.000","-99.000","22.600","","15.000",""
"C0A880","2020-03-03 15:00:00","6.000","72.000","1.500","21.500","0.760","1016.200","","0.000","-99.000","-99.000","-99.000","21.600","","15.500",""
"C0I530","2020-03-03 15:00:00","3014.000","221.000","4.700","7.500","0.780","702.400","","0.000","-99.000","-99.000","-99.000","11.600","","2.300",""
"C0M670","2020-03-03 15:00:00","43.000","346.000","3.500","26.300","0.510","1009.800","","0.000","-99.000","-99.000","-99.000","26.800","","16.200",""
"C0Z061","2020-03-03 15:00:00","174.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0M730","2020-03-03 15:00:00","40.000","356.000","2.200","28.400","0.450","1009.700","","0.000","-99.000","-99.000","-99.000","29.000","","17.200",""
"C0U750","2020-03-03 15:00:00","398.000","59.000","1.100","16.700","0.940","972.200","","0.000","-99.000","-99.000","-99.000","18.400","","13.100",""
"C0A650","2020-03-03 15:00:00","287.000","0.000","0.200","20.700","0.830","985.000","","0.000","-99.000","-99.000","-99.000","22.200","","13.600",""
